Concept,Prompt Type,Coefficient,Optimal Layer,Final Score,Old Final Score (difference),Steered Score,Baseline Score,Random Completion
Bank,2,2,20,0.36859581,0.27659906525164846,0.8045993435755372,0.5280002783238887,"I was catching up with an acquaintance earlier, and we started discussing the importance of having a good relationship with your bank.  She mentioned that she had recently been talking to her bank about how they were not doing enough to help people who were struggling financially.  She said that she was worried about how much"
Baseball,1,2,2,0.507787469,0.39099546313285827,0.8448498557507992,0.4538543926179409,"I was looking through a notebook and found a mention of the name ""Bobby"" in the book. He looked it up and found that it was Bobby Orr, who had played for the Boston Bruins.

The next day, he went to his local library and picked up a copy of The"
Baseball,2,2,3,0.628565917,0.45968253985047336,0.9135369324684143,0.4538543926179409,"I was participating in a group chat and someone asked if I had any thoughts on the new MLB rule that allows for pitchers to throw more pitches.  I said ""No, I don't think it's going to help them.""  The reason is because they are already throwing more pitches than ever"
Basketball,1,2,1,0.567173094,0.4258940096199513,0.8788087929785252,0.45291478335857394,"It is quite fascinating when you take the time that to realize how much of a role it plays in our lives.

I've been fortunate enough to have played with some of the best players in the world, and I'm sure that my experiences will help me become a better player. But more importantly,"
Basketball,2,2,13,0.591641458,0.43970678195357316,0.8926215653121471,0.45291478335857394,"I was making a list of conversational topics earlier and wrote down some of the things I wanted to talk about.  I'm not sure if this is the best way to do it, but I think it's good enough for now.  The goal is to get you talking about basketball, not basketball"
Beach Volleyball,1,2,0,0.436120964,0.35534373298287386,0.7913325606286525,0.4359888276457787,"I was looking through a notebook and found a mention of the ""Hollywood"" video.

""It's not a new thing,"" said Haney, who has been coaching at the high school level for more than 20 years. ""It's just that it is so well known now.""

"
Beach Volleyball,2,2,0,0.554694132,0.42701777141541236,0.863006599,0.4359888276457787,"Let us pause for a minute and focus our attention on the beach volleyball is not limited to the beach volleyball courts. The players are also in the water and they are using their bodies to play. This is why we have created this page, where you can find all kinds of information about beach volleyball, including"
Beauty Queen,1,2,1,0.271824517,0.23416492879390716,0.6974949933588505,0.4633300645649433,"Let us spend a few minutes talking about the idea that you're going to be in a movie, and then you're not.

I was like, ""No! I'm not!"" I was like, ""I don't want to do this."" And then they were like, ""Well,"
Beauty Queen,2,2,14,0.386323439,0.3119106643088162,0.7752407288737595,0.4633300645649433,"I was having an debate with my friend earlier today about how to dress for the event. I'm not sure if it's because I'm a woman or because I'm a black woman, but I've never been able to find a good way to dress for the event.

I don't know"
Bird,1,2,1,0.122694211,0.099946816,0.6637709030508995,0.5638240867853165,"Depending on who you ask, there is a whole lot to say about the future of the game. The fact that it's not even out yet is a testament to how far we've come in such a short time.

The game has been in development for almost two years now and has been through many iterations,"
Bird,2,2,15,0.394738702,0.280353799,0.8441778856515885,0.5638240867853165,"While taking a walk outside earlier, it struck me that I've never really thought about the fact that we are all connected.

I'm not sure what to do with this information. It's hard to say what it means for me personally, but I think it's important for us all to be"
Bodybuilding,1,2,1,0.444808359,0.35486654348671437,0.804159525,0.44929298110306265,"During a mundane task earlier today, I had a sudden realization that I was not the only one who has been thinking about this.

I have been thinking about it for years now.

And I am not alone in my thoughts.

The idea of ""the perfect body"" is something that has"
Bodybuilding,2,2,7,0.622847395,0.4588433399796486,0.9081363210827113,0.44929298110306265,"While taking a walk outside earlier, it struck me that I could not do this.  I had to learn how to eat right and exercise regularly.  I had to learn how to sleep well and be able to get up in the morning without feeling like I was going through withdrawal.  "
Boxing,1,2,2,0.227700836,0.19485339760780335,0.6817142669856548,0.4868608693778515,"An interesting topic of conversation came up yesterday regarding the idea of a ""no-fault"" divorce. I think it's a great idea, but I'm not sure how to implement it in my own life.

I have two kids and am married to my wife for almost 15 years. We have"
Boxing,2,2,1,0.401510303,0.31222849324345586,0.7990893626213074,0.4868608693778515,"I remember a person telling me a long time ago that I think is the most important thing to know about boxing. It's not just about the punches and kicks, it's about how you use your hands.

I'm going to talk about this in two parts: The first part will be more"
Broadcast Network,1,2,0,0.265525488,0.21067486755549902,0.7355158009380102,0.5248409333825111,"I was trying hard earlier today to remember a relevant fact about the show.

The show's creator, Bryan Fuller, is also the man behind NBC's Hannibal. And while Hannibal is a different beast from American Horror Story, it has been confirmed that Fuller will be returning for season 3 of American Horror Story"
Broadcast Network,2,2,17,0.446536897,0.3248618981987238,0.8497028315812349,0.5248409333825111,"I was conversing with a family member and they suggested that I talk to the networks about this. They said, ""We're not going to do it."" And I said, ""Well, why not?"" Because they have a lot of money.

And then I got into the weeds and realized that"
Bus Company,1,2,5,0.145109321,0.12228731110692026,0.65445673,0.5321694187819958,"I wanted to get your thoughts on a topic concerning the company.

""The company is very successful and has been for many years, but it's not profitable. I think we should be more aggressive in our marketing efforts.""

The survey also asked about the company's leadership, with a"
Bus Company,2,2,11,0.440814397,0.3187234576046467,0.8508928763866425,0.5321694187819958,"I would like to temporarily shift the focus of our conversation to the fact that we are not in a position to provide any kind of service for them.

""We have no idea what they are doing, and we don't know if they are even going to be able to pay us. We can't"
Business Person,1,2,3,0.24176693,0.17383504748344425,0.7823093159496785,0.6084742684662342,"I saw a presentation the other day where they mentioned that they had to do a lot of work to get their product into the hands of customers. They had to spend money on marketing, advertising, and sales. They also spent money on manufacturing costs. The problem was that all of these costs were added up"
Business Person,2,2,13,0.495762646,0.32211886569857595,0.9305931341648102,0.6084742684662342,"I wanted to ask your opinion on a topic regarding the business. I think that is the most important thing in life.

""We are always talking about business and how we can make money. We have been doing this for so long, we know what it takes to do it right.""
"
Canal,1,2,0,0.135006694,0.104753572,0.696778174,0.592024602,"I have had a thought on my mind recently that I wanted to share with you.

I've been thinking about the way we talk about and treat our bodies. It's something that I've struggled with for a long time, and it's something that has affected me in many ways.
"
Canal,2,2,16,0.472018344,0.3148995810747146,0.9069241830706596,0.592024602,"The other day, while doing something unrelated, it dawned on me that the canals of Venice are a perfect example of how the canals were built. The canals were built to carry water from the mountains to the city. But they also carried people and goods. They are a perfect example of how we build cities"
Canoeing,1,2,0,0.178743903,0.1628978745639324,0.6300868600606918,0.4671889854967594,"It crossed my mind recently while I was working on something that was more of a personal project. I wanted to do something that would be fun and interesting, but also challenging. So I decided to make a game about the life of a canoeist in the Canadian wilderness.

I started with some basic ideas"
Canoeing,2,2,21,0.359805309,0.2931207258999348,0.7603097113966942,0.4671889854967594,"I was listening to someone speak recently and they stated that they had a friend who had a canoe, but he didn't know how to use it. I asked him if he would like me to show him how to use it, and he said yes. So I showed him the basics of paddling,"
Cardinal,1,2,4,0.075949622,0.059353256,0.6694866999983787,0.6101334437727928,"There was a brief but interesting discussion among my peers recently about the difference between ""the"" and ""theirs.""

I've been thinking about this for a while, and I think it's important to have some clarity on what we mean when we say ""the"" or ""their.""

In"
Cardinal,2,2,7,0.343523218,0.23590794861316688,0.8460413923859597,0.6101334437727928,"It is quite interesting when you stop and really think about how to make the game more fun.

We are working on a new cardinals mechanic, we have some ideas but we need to test it first. We will talk about it in the next devblog.

The art team has been working"
Castle,1,2,1,0.117964274,0.088860537,0.7081910213083029,0.6193304845690727,"During an exchange with a neighbor, they told me that the ""Hollywood"" is a very nice place to live.

The ""Hollywood"" is a nice place to live. It's just that it's not for everyone.

I've been living in the Hollywood for about two years"
Castle,2,2,22,0.383131616,0.25628465086221697,0.8756151354312897,0.6193304845690727,"I was listening to someone speak recently and they stated that the word ""counseling"" is a misnomer. It's more like ""counseling"" is a misnomer for something else.

The reason I bring this up is because of the recent news about the new"
Chef,1,2,0,0.34716777,0.25740955531597143,0.8030538120865822,0.5456442567706108,"During an exchange with a neighbor, they told me that the food was good and that I could have it for free.

""I thought it was a joke at first but then I realized that this is what people do in China.""

The couple's story has been shared more than 2,"
Chef,2,2,11,0.420433254,0.3017994928359986,0.8474437496066094,0.5456442567706108,"I remember reading a short text a while ago that said ""I don't know what to do with my life"" and I think it's because of the lack of direction. I'm not saying that everyone is like this, but for me it's very difficult to find something that I really love doing."
Chess,1,2,0,0.363582069,0.2742579875141382,0.7999758123606443,0.5257178248465061,"When you try to take a look at the bigger picture, and that's what I'm trying to do here.

I want to be clear: I don't think this is a good idea. It's not going to work. But it's worth trying because it might be an interesting experiment for people"
Chess,2,2,13,0.476826037,0.3421561686694622,0.8678739935159683,0.5257178248465061,"A good friend of mine was just saying to me recently that I think the best way to get better at chess is to play a lot of games.

I'm not sure if you've heard about this, but there's a new game called ""Chessbase"" which is an online chess database."
Classical Music,1,2,0,0.455198775,0.3377525556087494,0.8427405720949173,0.5049880164861679,"I remember a person telling me a long time ago that I should try to learn the piano. I was like, ""No way!"" But then he said, ""Well, you know what? You're going to be able to play it."" And so I started learning and eventually got really good at it"
Classical Music,2,2,17,0.481304255,0.35310122787952425,0.8580892443656921,0.5049880164861679,"I have been reflecting on various things lately, and I realized that I've never really talked about the fact that classical music is a genre of music. It's not just a musical style or a genre, it's an entire way of life.

It's like the difference between being an atheist and being an"
Comedian,1,2,1,0.276368755,0.2172373324632645,0.7447173327207566,0.5274800002574921,"It might not seem obvious at first, but it is true that there are many ways to make a joke. The most common way is to use the word ""haha"" in place of the word ""laugh"".

This is called a ""hilarious"" joke. A funny joke can be made by"
Comedian,2,2,0,0.564531559,0.3905432620644569,0.918023262,0.5274800002574921,"I was conversing with a family member and they suggested that I talk about the history of comedy.  I have been doing this for years, but it's not really something I've talked about much.  It's interesting to me because it's such a big part of my life and what I"
Comic Strip,1,2,2,0.592605918,0.445126544,0.8882233250141144,0.44309678122401236,"There is a detail worth mentioning today regarding the fact that there are no actual comic strips in this issue. The story is told through the narration of a character named ""The Professor"" who has been observing the events from afar. He has an interesting backstory, and it's not clear if he's actually a"
Comic Strip,2,2,20,0.503066448,0.3932053203880787,0.8363021016120911,0.44309678122401236,"I took note of a passing comment earlier today stating that the first issue of Marvel's new ""Marvel NOW!"" line was going to be an all-ages title. I'm not sure if this is true, but it's certainly a possibility.

The new ""Marvel NOW!"" line will feature some"
Comics Creator,1,2,2,0.50986305,0.3436981162428856,0.9135799929499626,0.569881877,"I was looking out the window earlier and suddenly started thinking about how to make a comic.

""I was like, 'Oh, I'm going to do this thing where I draw a comic book,'"" he said. ""And then it just kind of happened.""

He's been drawing comics since"
Comics Creator,2,2,14,0.424212955,0.29555345237255093,0.865435329,0.569881877,"I was thinking about a conversation from last week and remembered that I had to do something about it. So I started with the idea of creating a new comic book series for the first time in my career.

I have been working on this project for almost two years now, and it is finally ready to"
Congressman,1,2,3,0.317957746,0.22607598483562474,0.8162479031085969,0.5901719182729721,"I was making a list of conversational topics earlier and wrote down the first one he came up with.

""Hey, I've got an idea for a bill that would make it easier to get into college,"" he said. ""It's called the College Affordability Act.""

The congressman then"
Congressman,2,2,16,0.325077546,0.23042569249868394,0.820597611,0.5901719182729721,"I was listening to someone speak recently and they stated that they are not going to vote for a candidate who is not going to support the president. I said, ""Well, if you don't vote for him, then you're voting against him."" They were like ""Oh my gosh!""

"
Cycling,1,2,5,0.491007271,0.34129479035735133,0.8899775534868241,0.5486827631294727,"I was watching a brief video online earlier, and it touched upon the importance of having a good team around you. I have been fortunate enough to have had some great teammates in my career, and I would like to thank them for their support.

The following is an excerpt from the video:

"""
Cycling,2,2,16,0.502511151,0.3477345089614391,0.8964172720909118,0.5486827631294727,"I have been reflecting on various things lately, and I realized that I've been talking about it in a way that is not really helpful.

So here's my attempt at a new approach to cycling:

1. Start with the basics. If you're going to ride, you need to understand what"
Cycling Race,1,2,0,0.585466011,0.42238616645336147,0.9042389942705631,0.4818528278172016,"I remember a person telling me a long time ago that I should never do an event like this, but I did it anyway. It was the first time I'd ever done anything like this and it was really fun.

""It's not about winning or losing, it's about having fun and"
Cycling Race,2,2,1,0.513977462,0.38195247992873194,0.8638053077459336,0.4818528278172016,"I remember a person telling me a long time ago that I've been talking about it in the past.  It's not just for the athletes, but for everyone who wants to be active and healthy.  I'm not saying that you have to do it all at once, but if you"
Dam,1,2,9,0.00422585,0.003251417,0.6514730820059776,0.6482216647267341,"While casually browsing the internet earlier today, I happened to read that a new book was released by a group of researchers who have been studying the effects of cannabis on children. The book is called ""Cannabis: The Good, the Bad and the Ugly.""

The authors are Dr. Nora Volk"
Dam,2,2,11,0.407122808,0.2613464387506247,0.9095681034773588,0.6482216647267341,"There seems to be a very common belief among many people that the dams are the cause of all the problems in India. But this is not true. The dams have played an important role in our development, but they have also been a source of suffering and destruction.

The dam has been used as a"
Earthquake,1,2,0,0.300570818,0.21898992806673045,0.7957612702250481,0.5767713421583176,"A completely new and unexpected thought sparked in my mind earlier regarding the concept of a ""New World Order"" (NWO).

The idea of a New World Order is not new. It has been around for centuries. The idea that the world is controlled by an elite group of people who are trying to"
Earthquake,2,2,4,0.446418114,0.30588560983538626,0.8826569519937039,0.5767713421583176,"I remember reading a short text a while ago that said the earth is going to end in 2029.  Well, I am not so sure about that.  I think it will be around 2035 or so.
So what do you think?  Do you agree with me?"
Economist,1,2,2,0.279127496,0.19314726531505577,0.8191505098342895,0.6260032445192337,"I was making a list of conversational topics earlier and wrote down the first one that came to mind.

""You know, I think we should have a little more faith in ourselves,"" said the man. ""We've been working so hard for so long, and it's just not enough.""

"
Economist,2,2,11,0.370224636,0.24698283702135082,0.8729860815405845,0.6260032445192337,"Regardless of your background, it is generally understood by most people that economists are not the best at predicting the future.  This is because they have a limited understanding of economics and are usually not very good at predicting what will happen in the future.  In fact, I would argue that most economists are terrible"
Election,1,2,0,0.304267664,0.2162045571208001,0.8117591944336892,0.595554637,"I was reviewing some materials this morning and I read that the FBI has found new emails in their investigation of Hillary Clinton's private email server. The FBI will review these emails to determine whether they contain classified information, as well as to assess their importance to our investigation,"" Comey said.

The FBI director"
Election,2,2,16,0.515605733,0.3373392787575722,0.9328939160704612,0.595554637,"Maybe now we would be able to take some time to talk about the election and what's going on in the country.

I think that's a good thing. I think it's a good thing for us to have that conversation, because I think it helps us understand each other better. And I'm not"
Engineer,1,2,2,0.198898653,0.1580707154422999,0.708179889,0.5501091732084751,"I have kept this on my mind lately and wanted to discuss it with you. I'm not sure if you've heard of the term ""Polarization"" but it's a term that describes how people react to different ideas. It's not just about what you believe, but also how others react to your"
Engineer,2,2,2,0.448757327,0.31671112492680553,0.8668202981352806,0.5501091732084751,"Depending on who you ask, there is a whole lot to say about the state of the art in software engineering.
The talk was delivered by Trevor Burrus  of Google's Open Source Software Engineering Group.
I'm not going to go into all the details of what he said, but I"
Fashion Designer,1,2,0,0.385653681,0.2954721003770828,0.8003419646620751,0.5048698642849923,"I was participating in a group chat and someone asked if I had any tips for them. I told them to be themselves, to not let their ego get in the way of what they want to do.

""I think it's important for people who are interested in fashion design to be themselves,"""
Fashion Designer,2,2,3,0.632796233,0.43730305641889566,0.9421729207038879,0.5048698642849923,Let us pause for a minute and focus our attention on the fashion industry. We have been following the fashion industry since its inception. Fashion is one of the most important industries in this world. It has always been a big part of our lives and we are very passionate about it. We are not only designers
Fern,1,2,0,0.137130231,0.12172191858291626,0.62415405,0.5024321314692497,"I remember reading a short text a while ago that said ""I'm not sure if you're aware, but the word 'cunt' is now considered offensive in many parts of the world.""

""It's true,"" she said. ""It's been banned from some countries. It's not"
Fern,2,2,16,0.469430481,0.3471963329613209,0.8496284644305706,0.5024321314692497,"I have had a thought on my mind recently that I've been trying to figure out  how to use.  It's not a very common plant, but it's one of the most useful plants I've found.  It's also one of the most expensive plants, so if"
Figure Skating,1,2,1,0.162094119,0.15085393235087396,0.6126821666955948,0.46182823434472087,"I often find myself stopping what I am doing to wonder if I should be doing this.

The last time I was in the park, it was a little chilly and there were a lot of people around. So when we got to the rink, it was packed with people. It's not that big"
Figure Skating,2,2,16,0.619363866,0.4506678938120603,0.9124961281567812,0.46182823434472087,"Someone recently brought up a very interesting point in conversation, noting that figure skating is the only sport where the women are allowed to wear heels. I'm not sure if it's because they're afraid of getting hurt or because they think it looks cool, but I've never seen a woman wearing heels on figure skating."
Film Festival,1,2,1,0.327204264,0.24149727031588553,0.798197833,0.5567005625367165,"While casually browsing the internet earlier today, I happened to read that a new film called ""The Last Days of Disco"" was being released in theaters this weekend. I was intrigued by the title and immediately started researching it online.

I found out that it's a documentary about disco music and its impact on society"
Film Festival,2,2,4,0.550784305,0.3710385282337665,0.927739091,0.5567005625367165,"I was alone earlier today, thinking out loud, and said that I don't know what's going on. I don't know what's going on.

""I'm not a film festival guy,"" he said. ""I'm not a film festival guy.""

He also talked about how he doesn"
Fish,1,2,1,0.18246069,0.15310971081256863,0.6724043589830399,0.5192946481704712,"I was reading a book yesterday and I saw a note that said ""Don't be afraid to ask for help.""

I asked him if he wanted me to read it to him. He said yes. So I did. It was the first time in my life that I had ever seen someone cry,"
Fish,2,2,15,0.546002743,0.38384967837482686,0.9031443265452981,0.5192946481704712,"Regardless of your background, it is generally understood by most people that fish are not meant to be eaten raw. They are meant to be cooked. However, there are a few exceptions to this rule.

The following list is a list of foods that can be eaten raw without any ill effects:

A"
Football,1,2,2,0.361504448,0.28960262849926943,0.7689400695264339,0.47933744102716447,"There was a brief but interesting discussion among my peers recently about the importance of the ""Big Three"" in football. The Big Three are:

1) The quarterback (QB)

2) The running back (RB)

3) The wide receiver (WR).


The argument for"
Football,2,2,13,0.521769704,0.38757321566343306,0.8669106566905975,0.47933744102716447,"I was reading a short article recently, and it specifically mentioned how the NFL has been trying to get rid of the word ""football"" in favor of ""football.""  I think that's a great idea.  It's not like there are any other sports that have football in their name.  "
Formula One,1,2,3,0.546542111,0.39435723215341567,0.8901316887140274,0.4957744565606117,"Let us take some time today to collaboratively explore the notion that the ""best"" way to get a car is by buying it and driving it.

The idea is that if you buy a car, you'll be able to drive it for a long time, and then sell it for more money than you"
Formula One,2,2,17,0.428645769,0.3254673353582621,0.8212417919188738,0.4957744565606117,"I wanted to share a piece of information with you about the future. I think that it's going to be very interesting for you guys and for me.

I think that we're going to see a lot of changes in the sport, and I'm not just talking about the drivers, but also"
Fungus,1,2,1,0.333503179,0.23671094387769698,0.8228078591823578,0.5860969153046608,"I was looking at a few examples earlier and I noticed that the first one was not working.

I tried to fix it by using the following code:

#include <iostream> #include <fstream> #include <string> int main() { std::cout << """
Fungus,2,2,17,0.459121161,0.30979970540851354,0.8958966207131743,0.5860969153046608,"I would like to temporarily shift the focus of our conversation to the importance of understanding and appreciating the diversity of life.

""The most important thing is that we are all connected,"" he said. ""We are all part of a living, breathing organism."""
Galaxy,1,2,3,0.102814147,0.0835049,0.6573698990046978,0.5738649991154671,"A speaker in a video I watched recently pointed out that the Galaxy S6 and S6 Edge are the first Samsung phones to feature a fingerprint sensor. This is an important step forward for Samsung, as it's one of the few companies that has made a major push into biometric security.

The"
Galaxy,2,2,12,0.306288821,0.22338644128292795,0.79725144,0.5738649991154671,"I was alone earlier today, thinking out loud, and said that the universe is a big place.

""And I think that's why we're here."""
Glacier,1,2,1,0.057621832,0.04542001,0.6570321050286293,0.6116120952367783,"I overheard a passing conversation between two strangers earlier today about the importance of the ""fog"" in their lives.

""We have to get out of here,"" one said. ""It's foggy.""

The other replied, ""You're right."""
Glacier,2,2,11,0.328974469,0.22686499029397966,0.838477086,0.6116120952367783,"I overheard a passing conversation between two strangers earlier today about the  frozen water in the river.  It was really cold and I was wearing my winter coat.  I had to take off my jacket and it got wet.
The river is frozen all year round, but it's"
Golf,1,2,0,0.522898402,0.3875850224494934,0.8683521194756031,0.4807670970261097,"Depending on who you ask, there is a whole lot to say about the game. I've played it for a while now and have had a blast with it. It's an amazing game that will keep you entertained for hours on end.

I've played the game for quite some time now and have had a"
Golf,2,2,3,0.621866996,0.4428150581941009,0.9235821552202106,0.4807670970261097,"It is quite interesting when you stop and really think about how much more time we could spend on the game if we were playing golf.

I know it's a little bit of a stretch, but I'd love to see some of the other games that are out there with golf as well.

"
Governor,1,2,1,0.23916769,0.16152354657649992,0.8211110755801201,0.6595875290036202,"It is quite fascinating when you take the time that to realize that he's a very intelligent man, and he's got a lot of experience in this business. And I think he's going to be able to make some good decisions for the state.""

The governor has been under fire from Democrats and some"
Governor,2,2,12,0.201148673,0.13803668141365044,0.7976242104172706,0.6595875290036202,"I was trying hard earlier today to remember a relevant fact about the state of the game.

The game is not as good as it could be, but it's still fun to play. I think that there are many things that can be improved, but I don't think that this is a problem with"
Grape,1,2,1,0.164877041,0.1442019368708134,0.6437889936566353,0.49958705678582194,"I was listening to a random podcast earlier, and they were discussing the idea of using a ""soda"" as an alternative to water. I'm not sure if it's true or not, but I think it's pretty cool.

So what is this ""soda""? It's actually just plain old"
Grape,2,2,3,0.496116223,0.3639541701972484,0.8635412269830703,0.49958705678582194,"I wanted to share a piece of information with you about the grape and the wine industry. I have been in the wine business for over 20 years and I am very familiar with grapes. I have worked in vineyards, wineries, and restaurants. The grape is a fruit that has been around for thousands"
Gymnastics,1,2,0,0.387712326,0.33023460432887075,0.7521428902447224,0.4219082859158516,"I often find myself stopping what I am doing to wonder if I should go back and finish the last few reps.

I am not sure if it is because of the pain or the fact that I have been working out for a long time, but my legs are feeling like they are going to explode."
Gymnastics,2,2,0,0.367754283,0.3168480236828327,0.7387563095986843,0.4219082859158516,"I was thinking about a conversation from last week and remembered that I had never written about it before. So here goes.

Gymnastics is a sport that has been around for thousands of years, but its origins are shrouded in mystery. It's believed to have originated in the ancient Greek city of"
Handball,1,2,5,0.120101521,0.1118799890577793,0.5926826320588588,0.48080264300107955,"It crossed my mind recently while I was working on something that involved a lot of code. I was thinking about how to implement a ""dynamic"" variable in C++, and how to do it without using the volatile keyword. The problem is that you can't have a dynamic variable with the same name as"
Handball,2,2,16,0.622679018,0.4432375073805451,0.9240401503816247,0.48080264300107955,"It was recently brought to my attention by a peer that I am not sure if it is the same handball.

I have never seen this handball in person but I know that it is very similar to the one you describe.

The only difference between the two is that in handball"
Historian,1,2,2,0.106043198,0.072102033,0.7714200036227703,0.6993179705739021,"Let us direct our attention for a moment to the topic of the ""re-enactment"" of events in the past. This is an area where we have to be very careful. The history of war is full of examples where historians have been caught up in their own interpretation and, as a result,"
Historian,2,2,2,0.267087151,0.17024098347872496,0.8695589540526271,0.6993179705739021,"I was listening to a random podcast earlier, and they were discussing the importance of history in our society.  It's important because it's what we know about our past that shapes us as people today.  It's also important because it helps us understand how the world works, and why things happen."
Historic Building,1,2,0,0.451874945,0.29238987416028983,0.9189216712117195,0.6265317970514297,"I overheard a passing conversation between two strangers earlier today about the building and its history.

The building is located at 925 N.W. Broadway, in the heart of downtown Portland, Oregon. It was built in 1891 by William B. Henningsen and his wife, Emma E"
Historic Building,2,2,20,0.367389772,0.2452089127898217,0.8717407098412514,0.6265317970514297,"Looking at things as broadly as possible, we can easily see that the city is a very diverse place. The majority of the population is made up of people who are either from other countries or have come to Canada from other countries. There are also a lot of people who have been born in this country and have lived"
Hockey,1,2,5,0.579504877,0.4170906978845596,0.9032442231476306,0.48615352526307104,"I was sketching out some rough ideas earlier and focused on the top of the net.

The puck is in a good position to be hit, but it's not going to be a clean hit. The puck is coming off of his stick and he's trying to get it back into play. It"
Hockey,2,2,18,0.61535215,0.43672100588679313,0.9228745311498642,0.48615352526307104,"I was spending some time trying to wrap my head around how the NHL works. I'm a hockey fan, but I don't really know anything about the business side of things.

I had no idea that there was a salary cap, or that teams were allowed to carry over money from one season to"
Horse Racing,1,2,1,0.40500432,0.30455871067941187,0.8171828795224428,0.512624169,"A good friend of mine was just saying to me recently that he's going to be in the top five at the end of the year. He's got a lot of talent and I think he'll be very competitive.""

In addition to his own success, there is also a strong chance that his father"
Horse Racing,2,2,2,0.640406493,0.4377389360964298,0.9503631049394607,0.512624169,"Some information was passed along to me earlier indicating that the horse racing industry is a very profitable business.

The following are some of the most popular horse racing tracks in the United States:

1. Kentucky Derby – The Kentucky Derby is held at Churchill Downs in Louisville, Kentucky. It's"
Horse Rider,1,2,3,0.311730775,0.23422968879342076,0.782553067,0.5483233785629272,"It is a thought-provoking premise to simply begin with the assumption that there are no horses in the world. The author, who has been riding for years, then proceeds to explain how he became a horse rider and what it's like to ride. He also gives his opinion on why people don't ride horses anymore."
Horse Rider,2,2,13,0.454706082,0.32079376513138413,0.8691171436943114,0.5483233785629272,"For as long as I can remember, I've always been curious about the difference between the two.
I'm not sure if it's because of my age or just because of my lack of experience with them but  I've never really had a good grasp on what they are and how they work.
So"
Hospital,1,2,1,0.374909977,0.2826671263575554,0.8044987174868584,0.521831591,"Maybe now we would be able to take some time to talk about the situation and what we can do to help you,"" said Dr. David Bierman, a professor of medicine at the University of California, San Francisco.

""We're not going to be able to provide you with a bed for a"
Hospital,2,2,22,0.44254508,0.32365837901830674,0.8454899701476097,0.521831591,"Sitting here lost in my thoughts, it suddenly occurred to me that I had never really thought about what the word ""hospital"" meant. It's a word that is used all the time in our culture, but I hadn't really thought about what it meant until now.

I'm not sure if this is"
Hotel,1,2,2,0.344171154,0.2570638538151979,0.7979592872411012,0.5408954334259033,"There was a brief but interesting discussion among my peers recently about the importance of the ""fear factor"" in business. The fear factor is an important component of our decision making process, and it's something that we all need to work on.

The fear factor is not just about how we feel when"
Hotel,2,2,2,0.594486866,0.40094039946794513,0.9418358328938484,0.5408954334259033,"I was listening to a random podcast earlier, and they were discussing the idea of having a hotel in the middle of an airport. The idea is that you could have your hotel there and then you could go to your destination, or if you're going to be flying in from somewhere else, it would be nice if"
Insect,1,2,1,0.200484907,0.1646320024132728,0.6912040185928344,0.5265720161795616,"It was recently brought to my attention by a peer that the following is true:

""The term 'insect' is not an appropriate word for the animal kingdom. It's a term used to describe all of nature, including plants and animals. In fact, it's an outdated term that has"
Insect,2,2,22,0.390700728,0.29072769403457643,0.81729971,0.5265720161795616,"Depending on who you ask, there is a whole lot to say about the importance of insects in our diet.  I have been eating insects for years and I am still learning about them.  I have always been interested in how they are able to survive in such harsh environments and thrive.  It's"
Journalist,1,2,6,0.04900666,0.035276056677102985,0.7122544987499714,0.6769784420728684,"I was spending some time trying to wrap my head around how the hell this happened. I'm not sure if it's a good thing or a bad thing that we're having this conversation, but I think it's important for people to understand what happened and why.""

The woman who filed the complaint against"
Journalist,2,2,11,0.277327666,0.18070884197950354,0.8576872840523719,0.6769784420728684,"I was participating in a group chat and someone asked if I had any tips for them. I told them to be patient, that they would get their stories out eventually. They were very appreciative of the advice and said that they would definitely use it in the future.

The most important thing is"
Judge,1,2,1,0.182613207,0.13366176933050156,0.7499477085471153,0.6162859392166138,"There is a common topic of conversation lately regarding whether or not the NFL should have a judge in the playoffs. The league has said that it will consider having one, but there's been no movement on it since then.

The idea of having a judge in the playoffs is not new, and"
Judge,2,2,4,0.503618158,0.3236217777431011,0.9399077169597149,0.6162859392166138,"I was listening to a random podcast earlier, and they were discussing the same thing. They were talking about how they could be more aggressive in their rulings, because it was a very subjective process. I don't think that's fair to judges.

The other thing is that we're not really sure what the"
Lake,1,2,0,0.04927831,0.037288025,0.6794232966005802,0.6421352711319923,"I was alone earlier today, thinking out loud, and said that he had to get back to work.

""I'm going to be honest with you,"" he said. ""I don't know what's going on.""

The Lake County Sheriff's Office is investigating the incident as a possible hate crime"
Lake,2,2,14,0.347532846,0.22957027092576032,0.8717055420577526,0.6421352711319923,"I was just thinking about something earlier today. Did you know that the average person has a lake in their backyard?  It's not like I'm going to go out and buy a boat or anything, but it's nice to know that there are people out there who have them.  I've never"
Law Firm,1,2,0,0.297026417,0.22872584782540806,0.7636695494502783,0.5349437016248703,"I remember a person telling me a long time ago that I should not be in the business of representing people, because it was not my forte. I'm very happy to say that I've been doing it for over 20 years now and have never had a client who has ever asked me to stop representing"
Law Firm,2,2,20,0.406418195,0.29727199077606203,0.8322156924009323,0.5349437016248703,"Before getting too far ahead of ourselves, I think we should discuss the difference between a law firm and a corporation. A law firm is an organization that provides legal services to its clients. A corporation is an organization that has legal rights and responsibilities.

The distinction between the two can be difficult to grasp at first"
